GT	BOSA	00 BHZ -28.6141  25.2555 1180.0  40.00 7.754950e+09    DU/M/S COMMENT
GT	DBIC	00 BHE   6.6702  -4.8566   25.0  40.00 7.722970e+09    DU/M/S COMMENT
GT	DBIC	00 BHN   6.6702  -4.8566   25.0  40.00 7.716410e+09    DU/M/S COMMENT
GT	DBIC	00 BHZ   6.6702  -4.8566   25.0  40.00 7.783530e+09    DU/M/S COMMENT
GT	LBTB	00 BHE -25.0151  25.5967 1028.0  40.00 7.760190e+09    DU/M/S COMMENT
GT	LBTB	00 BHN -25.0151  25.5967 1028.0  40.00 7.516920e+09    DU/M/S COMMENT
GT	LBTB	00 BHZ -25.0151  25.5967 1028.0  40.00 7.595560e+09    DU/M/S COMMENT
GT	LPAZ	-- BCI -16.2879 -68.1307 4717.0  20.00 4.194300e+05    DU/M/S COMMENT
GT	LPAZ	00 BHE -16.2879 -68.1307 4717.0  40.00 7.595730e+09    DU/M/S COMMENT
GT	LPAZ	00 BHN -16.2879 -68.1307 4717.0  40.00 7.627980e+09    DU/M/S COMMENT
GT	LPAZ	00 BHZ -16.2879 -68.1307 4717.0  40.00 7.626490e+09    DU/M/S COMMENT
GT	VNDA	00 BHE -77.5172 161.8528   51.0  40.00 7.475840e+09    DU/M/S COMMENT
GT	VNDA	00 BHN -77.5172 161.8528   51.0  40.00 7.572570e+09    DU/M/S COMMENT
GT	VNDA	00 BHZ -77.5172 161.8528   51.0  40.00 7.639500e+09    DU/M/S COMMENT
G	AIS	00 BHE -37.7963  77.5692   35.9  20.00 6.079630e+08    DU/M/S COMMENT
G	AIS	00 BHN -37.7963  77.5692   35.9  20.00 1.000000e+00    DU/M/S COMMENT
IU	LCO	00 BH1 -29.0110 -70.7005 2274.0  20.00 4.377170e+09    DU/M/S COMMENT
IU	LCO	00 BH2 -29.0110 -70.7005 2274.0  20.00 4.362070e+09    DU/M/S COMMENT
IU	LCO	00 BHZ -29.0110 -70.7005 2274.0  20.00 5.457620e+09    DU/M/S COMMENT
IU	LCO	10 BH1 -29.0110 -70.7005 2274.0  40.00 1.983070e+09    DU/M/S COMMENT
IU	LCO	10 BH2 -29.0110 -70.7005 2274.0  40.00 1.983070e+09    DU/M/S COMMENT
IU	LCO	10 BHZ -29.0110 -70.7005 2274.0  40.00 1.983070e+09    DU/M/S COMMENT
IU	LCO	10 HH1 -29.0110 -70.7005 2274.0 100.00 1.983070e+09    DU/M/S COMMENT
IU	LCO	10 HH2 -29.0110 -70.7005 2274.0 100.00 1.983070e+09    DU/M/S COMMENT
